uid,accession,title,summary,organism,entry_type,gds_type,platform_ids,publication_date,n_samples,pubmed_ids,bioproject,ftp_link,matched_queries,priority_screen,priority_reason,final_decision,final_exclusion_reason
200042229,GSE42229,An eQTL study in the Japanese population [gene expression_3],"A genome-wide eQTL analysis was performed in whole blood samples collected from 76 Japanese subjects. RNA microarray analysis was performed for 3 independent samples that were genotyped in a genome-wide scan. The correlations between the genotypes of 534,404 autosomal single nucleotide polymorphisms (SNPs) and the expression levels of 30,465 probes were examined for each sample. The SNP-probe pairs with combined correlation coefficients of all 3 samples corresponding to P < 3.10 × 10-12 (i.e., Bonferroni-corrected P < 0.05) were considered significant. SNP-probe pairs with a high likelihood of cross-hybridization and SNP-in-probe effects were excluded to exclude false positive results. We identified 102 cis-acting and 5 trans-acting eQTL regions. The cis-eQTL regions were widely distributed both upstream and downstream of the gene, as well as within the gene.",Homo sapiens,GSE,Expression profiling by array,6480,2012/11/27,28,23359819,PRJNA182135,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42229/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200042432,GSE42432,Effects of 30 days resveratrol supplementation on adipose tissue morphology and gene expression patterns in obese men,"Polyphenolic compounds, such as resveratrol, have recently received widespread interest due to their ability to mimic effects of calorie restriction. The objective of the present study was to gain more insight into the effects of 30 days resveratrol supplementation on adipose tissue morphology and underlying processes. Nine healthy obese men were supplemented with placebo and 150mg/day resveratrol for 30 days, separated by a 4-week washout period. A postprandial abdominal subcutaneous adipose tissue biopsy was collected to assess adipose tissue morphology and gene expression using microarray analysis. Resveratrol significantly decreased adipocyte size, with a shift towards a reduction in the proportion of large and very large adipocytes and an increase in small adipocytes. Microarray analysis revealed downregulation of Wnt, Notch and BMP/TGF-β signaling pathways and upregulation of pathways involved in cell cycle after resveratrol supplementation, suggesting enhanced adipogenesis. Furthermore, the lysosomal/phagosomal pathway and the transcription factor EB were upregulated, reflecting an alternative pathway of lipid breakdown by autophagy. These data suggest that adipose tissue is an important target tissue for the effects of resveratrol in humans, but further research is necessary to investigate whether it translates into an improved adipose tissue function.",Homo sapiens,GSE,Expression profiling by array,11532,2013/09/25,18,23958793,PRJNA181956,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42432/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200042487,GSE42487,An eQTL study in the Japanese population [genotype],"A genome-wide eQTL analysis was performed in whole blood samples collected from 76 Japanese subjects. RNA microarray analysis was performed for 3 independent samples that were genotyped in a genome-wide scan. The correlations between the genotypes of 534,404 autosomal single nucleotide polymorphisms (SNPs) and the expression levels of 30,465 probes were examined for each sample. The SNP-probe pairs with combined correlation coefficients of all 3 samples corresponding to P < 3.10 × 10-12 (i.e., Bonferroni-corrected P < 0.05) were considered significant. SNP-probe pairs with a high likelihood of cross-hybridization and SNP-in-probe effects were excluded to exclude false positive results. We identified 102 cis-acting and 5 trans-acting eQTL regions. The cis-eQTL regions were widely distributed both upstream and downstream of the gene, as well as within the gene.",Homo sapiens,GSE,Genome variation profiling by SNP array; SNP genotyping by SNP array,8882,2012/11/27,76,23359819,PRJNA182136,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42487/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200045980,GSE45980,An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease [discovery cohort],"MicroRNAs (miRNAs) significantly contribute to chronic kidney disease (CKD) progression via regulating mRNA expression and abundance. However, their association with clinical outcome remains poorly understood. We performed large scale miRNA and mRNA expression profiling on cryo-cut renal biopsy sections from n=43 subjects. miRNAs differentiating stable and progressive cases were determined, and putative target mRNAs showing inversely correlated expression profiles were identified and further characterized. We found a downregulation of 7 miRNAs in the progressive phenotype, and an upregulation of 29 target mRNAs which are involved in inflammatory response, cell-cell-interaction, apoptosis, and intracellular signaling. Particularly a diminished expression of miR-206 in progressive disease correlated significantly with the upregulation of the target mRNAs CCL19, CXCL1, IFNAR2, NCK2, PTK2B, PTPRC, RASGRP1, and TNFRSF25, all participating in inflammatory pathways. Progressive cases also showed a decreased expression of miR-532-3p, and an increased expression of target transcripts MAP3K14, TNFRSF10B/TRAIL-R2, TRADD, and TRAF2, all being involved in apoptosis pathways. miR-206, miR-532-3p and all 12 mRNA targets correlated with the degree of histological damage.  The identified renal miRNA- and mRNA-profiles, and biological pathways may represent regulatory mechanisms, which are commonly present in various kinds of progressive chronic kidney disease.",Homo sapiens,GSE,Expression profiling by array; Non-coding RNA profiling by array,13497,2015/12/31,43,26707063;31316728,PRJNA196829,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45980/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200046897,GSE46897,Cyclodextrin protects podocytes in diabetic kidney disease [HumanWG-6 v3.0 array],Analysis of gene expression changes in differentiated human podocytes treated with the serum from patients with (DKD+) or without (DKD-) diabetic kidney disease when compared to normal subjects (C). The hypothesis is that the three groups can be distinghed by their differential gene expression pattern. The results obtained revealed important information regarding differences in gene expression in human podocytes treated with the serum from patients with (DKD+) or without (DKD-) diabetic kidney disease when compared to normal subjects (C).,Homo sapiens,GSE,Expression profiling by array,6884,2013/07/11,6,23835338,PRJNA202986,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46897/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200046899,GSE46899,Cyclodextrin protects podocytes in diabetic kidney disease [HumanHT-12 V4.0 array],Analysis of gene expression changes in differentiated human podocytes treated with the serum from patients with (DKD+) or without (DKD-) diabetic kidney disease when compared to normal subjects (C). The hypothesis is that the three groups can be distinghed by their differential gene expression pattern. The results obtained revealed important information regarding differences in gene expression in human podocytes treated with the serum from patients with (DKD+) or without (DKD-) diabetic kidney disease when compared to normal subjects (C).,Homo sapiens,GSE,Expression profiling by array,10558,2013/07/13,6,23835338,PRJNA202985,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46899/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200046900,GSE46900,Cyclodextrin protects podocytes in diabetic kidney disease.,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE,Expression profiling by array,10558;6884,2013/07/11,12,23835338,PRJNA202982,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46900/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200047183,GSE47183,In silico nano-dissection: defining cell type specificity at transcriptional level in human disease (glomeruli),"To identify genes with cell-lineage-specific expression not accessible by experimental micro-dissection, we developed a genome-scale iterative method, in-silico nano-dissection, which leverages high-throughput functional-genomics data from tissue homogenates using a machine-learning framework. This study applied nano-dissection to chronic kidney disease and identified transcripts specific to podocytes, key cells in the glomerular filter responsible for hereditary proteinuric syndromes and acquired CKD. In-silico prediction accuracy exceeded predictions derived from fluorescence-tagged-murine podocytes, identified genes recently implicated in hereditary glomerular disease and predicted genes significantly correlated with kidney function. The nano-dissection method is broadly applicable to define lineage specificity in many functional and disease contexts.",Homo sapiens,GSE,Expression profiling by array,11670;14663,2013/08/06,122,23950145;24925724,PRJNA205044,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47183/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit,PENDING_HUMAN_REVIEW,
200047184,GSE47184,In silico nano-dissection: defining cell type specificity at transcriptional level in human disease (tubulointerstitium),"To identify genes with cell-lineage-specific expression not accessible by experimental micro-dissection, we developed a genome-scale iterative method, in-silico nano-dissection, which leverages high-throughput functional-genomics data from tissue homogenates using a machine-learning framework. This study applied nano-dissection to chronic kidney disease and identified transcripts specific to podocytes, key cells in the glomerular filter responsible for hereditary proteinuric syndromes and acquired CKD. In-silico prediction accuracy exceeded predictions derived from fluorescence-tagged-murine podocytes, identified genes recently implicated in hereditary glomerular disease and predicted genes significantly correlated with kidney function. The nano-dissection method is broadly applicable to define lineage specificity in many functional and disease contexts.",Homo sapiens,GSE,Expression profiling by array,14663;11670,2013/08/06,107,23950145,PRJNA205043,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47184/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit,PENDING_HUMAN_REVIEW,
200047185,GSE47185,In silico nano-dissection: defining cell type specificity at transcriptional level in human disease,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE,Expression profiling by array,14663;11670,2013/08/06,229,23950145,PRJNA205042,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47185/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200048318,GSE48318,Differential miRNA expression profiling of urinary exosomes from normo- and microalbuminuric type 1 diabetic patients,"The aim of this study was to compare miRNA expression in urinary exosomes from type 1 diabetic patients with and without incipient diabetic nephropathy. Overnight urine collections were obtained from normo- and microalbuminuric type 1 diabetic patients. Urines were pre-cleared by both centrifugation and filtration, urinary exosomes were isolated by two consecutive ultracentrifugation steps and total RNA extracted. Differential miRNA profiling was performed using a Human TaqMan miRNA Array A on an 7900HT Fast Real-Time PCR System. Results showed that expression of 22 urinary exosomal miRNAs differed  in incipient diabetic nephropathy.",Homo sapiens,GSE,Expression profiling by RT-PCR,17346,2014/02/14,4,24223694,PRJNA209697,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48318/,Q1_disease_phrases,False,renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200050892,GSE50892,Expression data from kidney biopsies of liver disease patients,"Glomerular abnormalities have been demonstrated in kidney biopsies of patient after orthotopic liver transplantation (OLT). We hypothesize that these changes exist prior to OLT and may play a role in the development of renal failure after OLT. We use gene expression microarrays to investigate the mechanism of kidney disease in patients listed for OLT. Gene expression profiles of biopsies of cirrhotic patients were compared with pre-implantation living donor biopsies. Glomerular abnormalities were seen in 92% of the biopsies, the most common being increase in mesangial matrix. Electron microscope showed effacement of podocytes (93%) and duplication (35%) and widening of glomerular basement membrane (45%). Gene Ontology analysis revealed significant up-regulation of genes implicated in immune response, including T-cell, leucocyte and platelet activation and differentiation. Pathogenesis-based transcripts analysis revealed significantly increased expression of cytotoxic T-cell, macrophage, B-cell, natural killer cell, and endothelial cell associated transcripts, indicating an ongoing inflammatory immune response.",Homo sapiens,GSE,Expression profiling by array,6244,2013/09/17,17,,PRJNA219308,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50892/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit,PENDING_HUMAN_REVIEW,
200051674,GSE51674,miRNA-27b-3p and miRNA-1228-3p correlate with the progression of Kidney Fibrosis in Diabetic Nephropathy,"Diabetic Nephropathy (DN) is a chronic complication of diabetes and the primary cause of end stage renal disease. DN can be differentially diagnosed only through histological investigation. Therefore, there is need for molecular biomarkers, such as miRNAs, to discriminate among different histological lesions in diabetics. Aim of this study was to identify a pattern of differentially expressed miRNAs in kidney biopsies of DN patients and to assess their potential as differential diagnostic biomarkers. Using microarray, we assayed miRNA expression in kidney tissue from 8 DN patients, 6 diabetic patients with membranous nephropathy and 4 patients with normal histology. Nine miRNAs were differentially expressed among the three groups of patients, thus underlying their potential role as markers of specific histological damage. In silico we identified 2 miRNAs (i.e., miR-27b-3p and  miR-1228-3p) showing an interaction with UBE2v1, an ubiquitin-conjugating E2 enzyme variant that mediates the formation of lysine 63-linked ubiquitin chains, a mechanism we showed as involved in DN kidney fibrosis. Both miRNAs were confirmed to be down-regulated in DN biopsies, using qPCR and in situ hybridization, and in urines of DN patients. Interestingly, the urinary levels of both miRNAs were also able to discriminate among different degrees of renal fibrosis. Finally, we showed that the combined urinary expression of both miRNAs was also able to discriminate DN patients from other glomerulonephritides, both in the presence and absence of T2D. We identified two regulatory miRNAs potentially useful as diagnostic biomarkers of tubular-interstitial fibrosis in diabetic patients with DN.",Homo sapiens,GSE,Non-coding RNA profiling by array,10656,2019/08/21,16,31388051,PRJNA224310,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51674/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200051822,GSE51822,Expression data for minimally invasive glioblastoma stem-like cell (GSC) plasma membrane markers,"We compared whole genome expression profiles of GSCs with normal human cortex, human neural stem cells (hNSC) from fetal cortex, glioblastoma (GBM) primary, and recurrent tumors to find GSC-specific plasma membrane transcripts.",Homo sapiens,GSE,Expression profiling by array; Third-party reanalysis,570,2013/11/14,2,25361488,PRJNA227737,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51822/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200060860,GSE60860,An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease [validation cohort],"MicroRNAs (miRNAs) contribute to chronic kidney disease progression via negatively regulating mRNA abundance. However, their association with clinical outcome remains poorly understood. We performed large-scale miRNA and mRNA expression profiling on cryo-cut renal biopsy sections from a discovery (n=43) and a validation (n=29) cohort. In the discovery cohort (GEO Series accession number GSE45980), miRNAs differentiating stable and progressive cases were determined, and putative target mRNAs showing inversely correlated expression profiles were identified. We found a downregulation of 7 miRNAs in the progressive phenotype, and an upregulation of 29 target mRNAs that are involved in inflammatory response, cell-cell-interaction, apoptosis, and intracellular signaling. Reduced expression of miR-206 in progressive disease correlated with the upregulation of the target mRNAs CCL19, CXCL1, IFNAR2, NCK2, PTK2B, PTPRC, RASGRP1, and TNFRSF25, all participating in inflammatory pathways. Progressive cases also showed a lower expression of miR-532-3p and an increased expression of cognate target transcripts MAP3K14, TNFRSF10B/TRAIL-R2, TRADD, and TRAF2, all being involved in apoptosis pathways. In the independent validation cohort (this set of arrays), we confirmed the decreased expression of miR-206 and miR-532-3p, and the inverse correlation of these miRNAs with the expression of 9 of the 12 target genes. The levels of the identified miRNAs and the target mRNAs correlated to histological damage indices. These results suggest the involvement of specific miRNAs and mRNAs in biological pathways associated with the progression of chronic kidney disease.",Homo sapiens,GSE,Expression profiling by array; Non-coding RNA profiling by array,13497,2015/12/31,29,26707063;31316728,PRJNA259678,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60860/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200060861,GSE60861,An integrative analysis of renal miRNA- and mRNA-expression signatures in progressive chronic kidney disease,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE,Expression profiling by array; Non-coding RNA profiling by array,13497,2015/12/31,72,26707063;31316728,PRJNA259677,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60861/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200065561,GSE65561,Expression data from MSC-treated monocytes,Chronic inflammation leading to pro-inflammatory macrophage infiltration contributes to the pathogenesis of type 2 diabetes and subsequently the development of diabetic nephropathy. Mesenchymal stem cells (MSCs) possess unique immunomodulatory and cytoprotective properties making them an ideal candidate for therapeutic intervention We used microarrays to detail changes in the gene expression profile of monocytes isolated from type 2 diabetic patients with end-stage renal disease and non-diabetic control subjects following co-culture with MSCs.,Homo sapiens,GSE,Expression profiling by array,16686,2015/11/10,18,26544198,PRJNA274370,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65561/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200006573,GSE6573,Dysregulation of the circulating and tissue-based renin-angiotensin system in preeclampsia,"Preeclampsia complicates more than 3% of all pregnancies in the United States and Europe. High-risk populations include women with diabetes, dyslipidemia, thrombotic disorders, hyperhomocysteinemia, hypertension, renal diseases, previous preeclampsia, twin pregnancies, and low socioeconomic status. In the latter case, the incidence may increase to 20% to 25%. Preeclampsia is a major cause of maternal and fetal morbidity and mortality. Preeclampsia is defined by systolic blood pressure of more than 140 mm Hg and diastolic blood pressure of more than 90 mm Hg after 20 weeks gestation in a previously normotensive patient, and new-onset proteinuria. Abnormal placentation associated with shallow trophoblast invasion (fetal cells from outer cell layer of the blastocyst) into endometrium (decidua) and improper spiral artery remodeling in the decidua are initial pathological steps.  In this study we analyzed the renin-angiotensin system in adipose tissue, decidua and placenta from women with uneventful pregnancy and women with preeclampsia. We also analyzed the tissue by Affymetrix chips in a comparison study (control vs. preeclampsia) Keywords: disease comparison, disease state",Homo sapiens,GSE,Expression profiling by array,570,2007/01/01,6,17261642,PRJNA98753,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6573/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200067297,GSE67297,Cold acclimation improves insulin sensitivity in patients with type 2 diabetes mellitus.,"Background: The prevalence of type 2 diabetes has increased dramatically in recent decades. Increasing brown adipose tissue (BAT) mass and activity has recently emerged as an interesting approach to not only increase energy expenditure, but also improve glucose homeostasis. BAT can be recruited by prolonged cold exposure in lean, healthy humans. Here, we tested whether cold acclimation could have therapeutic value for patients with type 2 diabetes by improving insulin sensitivity. Methods: Eight type 2 diabetic patients (age 59.3±5.8 years, BMI 29.8±3.2 kg/m2) followed a cold acclimation protocol, consisting of intermittent cold exposure (6 hours/day, 14-14.5 °C) for 12 consecutive days. Before and after cold acclimation, cold-induced BAT activity was assessed by  [18F]FDG-PET/CT scanning, insulin sensitivity at thermoneutrality by a hyperinsulinemic-euglycemic clamp, and muscle and WAT biopsies were taken. Results: Cold-induced BAT activity was low, but increased in all patients upon cold acclimation (SUV from 0.40±0.29 to 0.63±0.78, p<0.05). Interestingly, insulin sensitivity showed a very pronounced 40% increase upon cold acclimation (glucose rate of disappearance from 14.9±4.1 to 20.5±6.9 μmol kg-1 min-1, p<0.05). A 40% increase in insulin sensitivity cannot be explained by BAT glucose uptake, in fact basal skeletal muscle GLUT4 content and translocation was markedly increased after cold acclimation, without effects on insulin signaling or AMPk activation. Conclusions: Regular mild cold exposure has marked effects on insulin sensitivity, which are accompanied by small increases in BAT activity and more pronounced effects on skeletal muscle. These data suggest a novel therapeutic option for the treatment of type 2 diabetes.",Homo sapiens,GSE,Expression profiling by array,11532,2015/07/05,14,26147760,PRJNA279454,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67297/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200067740,GSE67740,Hepatocyte Nuclear Factor 1 coordinates multiple functions of intestinal epithelial cells,"Background and Aims: Hepatocyte nuclear factor 1 (HNF1) transcription factors direct tissue specific gene regulation in liver, pancreas and kidney and are associated with diabetes. Here we investigate the transcriptional network governed by HNF1 in an intestinal epithelial cell line.  Methods: Chromatin immunoprecipitation followed by direct sequencing (ChIP-seq) was used to identify HNF1 binding sites genome-wide. Direct targets of HNF1 were validated using conventional ChIP assays. siRNA-mediated depletion of HNF1 followed by RT-qPCR further confirmed target genes.  The effect of HNF1 reduction on glucose uptake was measured by fluorescence activated cell sorting (FACS) following treatment of intestinal epithelial cells with 2-[N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl) amino]-2-deoxy-d-glucose (2-NBDG, a fluorescent glucose mimic). Results: HNF1 controls multiple pathways that are critical for intestinal epithelial cell function, including properties of the cell membrane, cellular response to hormones, and regulation of biosynthetic processes. Approximately 50% of HNF1 binding sites are also occupied by hepatocyte nuclear factor 4A (HNF4A), caudal type homeobox 2 (CDX2), and forkhead box A2 (FOXA2). Depletion of HNF1 increases FOXA2 abundance and decreases levels of CDX2. Moreover, loss of HNF1 inhibits glucose uptake by the intestinal epithelial cell line.  Conclusions: These data show that HNF1 plays a critical role in regulating intestinal epithelial cell functions including glucose absorption. HNF1 interacts with other tissue-specific transcription factors to regulate differentiated properties of these cells.",Homo sapiens,GSE,Genome binding/occupancy profiling by high throughput sequencing,11154,2016/10/09,4,26855178,PRJNA280810,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67740/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200068475,GSE68475,Characterizing the global changes in miRNA expression in human atrial appendages with persistent atrial fibrillation.,"Atrial fibrillation (AF), the most common cardiac rhythm disorder, is a major cause of cardiovascular morbidity and mortality. AF is characterized by the rapid and irregular activation of the atrium with diverse abnormalities, including electrical, structural, metabolic, neurohormonal, or molecular alterations.3 Although the pathophysiology of AF is complex, it has traditionally been treated with antiarrhythmic drugs that control the rhythm by altering cardiac electrical properties, principally by modulating ion channel function. However, treatments of AF with antiarrhythmic drugs have mostly failed to control the heart rhythm, because the electrical characteristics of atrial cardiomyocytes are eventually altered or remodeled during the course of AF. The aims of this study were to characterize the global changes in miRNA expression in human atrial appendages and to identify the target ion channel(s) responsible for electrical remodeling in AF. In this study, we performed a comprehensive analysis of miRNA microarrays, using a strict selection for human samples.",Homo sapiens,GSE,Non-coding RNA profiling by array,15018,2017/04/25,21,27180889,PRJNA283137,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68475/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200069438,GSE69438,Tissue Transcriptome Driven Identification of Epidermal Growth Factor as a Chronic Kidney Disease Biomarker,"We identified EGF as the top candidates predicting kidney function through an intrarenal transcriptome-driven approach, and demonstrated it is an independent risk predictor of CKD progression and can significantly improve prediction of renal outcome by established clinical parameters in diverse populations with CKD from a wide spectrum of causes and stages",Homo sapiens,GSE,Expression profiling by array,11670,2015/12/14,42,26631632;40059827,PRJNA285492,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69438/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200070380,GSE70380,Patient Derived Xenograft for Delivery of Precision Medicine in Castrate Resistant Prostate Cancer,"Developing animal models representating the cancer biology of advanced prostate cancer patients is challenging but essential for delivering individualized medical therapies. In an effort to develop patient derived xenograft (PDX) models, we took the metastatic site tissue from the rib lesion twice (ie, before and after enzalutamide treatment) over a twelve week period  and implanted subcutaneously and under the renal capsule in immuno-deficient mice.  To characterize and compare the genome and transcriptome landscapes of patient tumor tissues and the corresponding PDX models, we performed whole exome and transcriptome sequencing for metastatic tumor tissue as well as its derived PDXs. We demonstrated the feasibility of developping PDX models from patient who developed castrate-resistant prostate cancer. Our data  suggested PDX models preserve the patient’s genomic and transcriptomic alterations in high fidelity, as illustrated by somatic mutation, copy number variation, gene fusion and gene expression.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,11154,2015/06/30,12,26695660,PRJNA288475,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70380/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200070528,GSE70528,Gene expression annalysis of peripheral blood cells in patients with chronic kidney disease,"Genes related to sleep and wakefulness were evaluated by RNA microarray in patients, including CKD,HD patients and control subjects.",Homo sapiens,GSE,Expression profiling by array,570,2015/07/07,19,26388507,PRJNA288956,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70528/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200070752,GSE70752,Preserved DNA Damage Checkpoint Pathway Protects From Complications in Long-standing Type 1 Diabetes,"Gene expression analyses of fibroblasts obtained from healthy controls, Medalist -C patients and Medalist +C patients. Type 1diabetes (T1D) is associated with late complications, mechanisms underscoring which are poorly understood. We report the derivation of induced pluripotent stem cells (iPSCs) from patients with longstanding T1D (disease duration ≥ 50years) with severe (designated Medalist +C) or absent to mild complications (designated Medalist -C). Disease modeling of iPSCs revealed impairment in growth, reprogramming and differentiation in Medalist +C. Further investigations using genomics and proteomics analyses suggested differential regulation of DNA damage checkpoint proteins favoring protection from cellular apoptosis in Medalist –C. In silico analyses revealed altered expression patterns of DNA damage checkpoint factors among the Medalist groups to be targets of miR200, whose expression was significantly elevated in Medalist +C serum. Notably, neurons differentiated from Medalist +C iPSCs showed enhanced susceptibility to genotoxic stress that worsened upon miR200 over-expression. Furthermore, knockdown of miR200 in Medalist +C fibroblasts and iPSCs rescued checkpoint protein expression and reduced DNA damage response. In summary, we report miR200 regulated DNA damage checkpoint pathway as a potential target for therapeutic intervention for treating complications of diabetes. Clinical Characteristics of 50 year Medalist Type 1 Diabetes (T1D) patients Medalist –C:  0/6 with CVD, 5/6 have DN Class 0-IIA, and 6/6 have no to mild NPDR. Medalist +C: 6/6 with CVD, 5/6 have DN Class IIB or IV, and 4/6 have PDR. CVD: cardiovascular disease; DN class: diabetic nephropathy class, PDR: proliferative diabetic retinopathy; NPDR: non proliferative diabetic retinopathy",Homo sapiens,GSE,Expression profiling by array,10904,2015/08/15,24,26244933,PRJNA289501,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70752/,Q1_disease_phrases,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
