pmid,year,journal,title,doi,query_ids,repository_accessions_in_title_or_abstract,abstract
9639038,1998,Experimental nephrology,The renal TGF-beta system in the db/db mouse model of diabetic nephropathy.,10.1159/000020527,PM_Q1,,"The prosclerotic cytokine transforming growth factor beta 1 (TGF-beta1) has been causally implicated in renal pathobiology in diabetes. We sought evidence that the TGF-beta system participates in the nephropathic process in the db/db mouse, a hyperinsulinemic model of genetic diabetes that develops abnormalities in renal morphology and function that parallel those in human diabetic nephropathy. In support of this hypothesis, we found that steady state levels of mRNA encoding the TGF-beta type II receptor were significantly increased in renal cortex from db/db diabetic mice. Additionally, the translated TGF-beta type II receptor protein, assessed by immunoblot, also was increased in diabetic kidneys. However, in contrast to rodents with insulin-deficient diabetes, steady state levels of mRNA encoding TGF-beta1 in the renal cortex of diabetic db/db mice did not differ from those in cortex from nondiabetic (db/m) littermate controls. Further, concentrations of TGF-beta protein, measured by immunoassay and bioassay, were significantly lower in extracts prepared from renal cortex of diabetic animals compared with those from nondiabetic controls. Urine and serum concentrations of immunoreactive TGF-beta1 also were reduced in diabetic mice. The findings are consistent with upregulation of TGF-beta type II receptor activity as a consequence of hyperglycemia in the hyperinsulinemic db/db mouse and suggest that hyperinsulinemia inhibits TGF-beta1 production. The results further suggest that type II receptor upregulation is a contributing factor to the increased gene expression of renal cortical mRNAs encoding the extracellular matrix proteins fibronectin and alpha 1 (IV) collagen and to the renal abnormalities observed in this animal model."
9709964,1998,The Journal of clinical endocrinology and metabolism,Z-2 microsatellite allele is linked to increased expression of the aldose reductase gene in diabetic nephropathy.,10.1210/jcem.83.8.5028,PM_Q1,,"Epidemiological studies support the hypothesis that genetic factors modulate the risk for diabetic nephropathy (DN). Aldose reductase (ALDR1), the rate-limiting enzyme in the polyol pathway, is a potential candidate gene. The present study explores the hypothesis that polymorphisms of the (A-C)n dinucleotide repeat sequence, located 2.1 kb upstream of the transcription start site, modulate ALDR1 gene expression and the risk for DN. We conducted studies at two different institutions, the University of New Mexico Health Sciences Center (UNMHSC), and the Istituto Scientifico H San Raffaele (HSR). There were four groups of volunteers at UNMHSC: group I, normal subjects; group II, patients with insulin-dependent diabetes mellitus (IDDM) without DN; group III, IDDM with DN; and group IV, nondiabetics with kidney disease. At HSR we studied volunteers in groups I, II, and III. ALDR1 genotype was assessed by PCR and fluorescent sequencing of the (A-C)n repeat locus, and ALDR1 messenger ribonucleic acid (mRNA) was measured by ribonuclease protection assay in peripheral blood mononuclear cells. At UNMHSC we identified 10 alleles ranging from Z-10 to Z+8. The prevalence of the Z-2 allele among IDDM patients was increased in those with DN. Sixty percent of group III and 22% of group II were homozygous for Z-2. Moreover, 90% and 67% of groups III and II, respectively, had 1 or more copy of Z-2. In contrast, among nondiabetics, 19% of group IV and 3% of group I were homozygous for Z-2, and 69% and 32%, respectively, had 1 copy or more of Z-2. Among diabetics, homozygosity for the Z-2 allele was associated with renal disease [odds ratio (OR), 5.25; 95% confidence interval, 1.71-17.98; P = 0.005]. ALDR1 mRNA levels were higher in patients with DN (group III; 0.113 +/- 0.050) than in group I (0.068 +/- 0.025), group II (0.042 +/- 0.020), or group IV (0.015 +/- 0.011; P < 0.01). Among diabetics, ALDR1 mRNA levels were higher in Z-2 homozygotes (0.098 +/- 0.06) and Z-2 heterozygotes (0.080 +/- 0.04) than in patients with no Z-2 allele (0.043 +/- 0.02; P < 0.05). In contrast, among nondiabetics, ALDR1 mRNA levels in Z-2 homozygotes (0.034 +/- 0.04) and Z-2 heterozygotes (0.038 +/- 0.03) were similar to levels in patients without a Z-2 allele (0.047 +/- 0.03; P = NS). At HSR we identified eight alleles ranging from Z- 12 to Z+2. The prevalence of the Z-2 allele was higher in group III than in group II. In group III, 43% of the patients were homozygous for Z-2, and 81% had one copy or more of the Z-2 allele. In contrast, in group II, 4% were homozygous for Z-2, and 36% had one copy or more of the Z-2 allele. IDDM patients homozygous for Z-2 had an increased risk for DN compared with those lacking the Z-2 allele (OR, 18; 95% confidence interval, 2-159). IDDM patients who had one copy or more of Z-2 had increased risk (OR, 7.5; 95% confidence interval, 1.9-29.4) for DN compared with those without the Z-2 allele. These results support our hypothesis that environmental-genetic interactions modulate the risk for DN. Specifically, the Z 2 allele, in the presence of diabetes and/or hyperglycemia, is associated with increased ALDR1 expression. This interaction may explain the observed association between the Z-2 allele and DN."
10073605,1999,Journal of the American Society of Nephrology : JASN,Angiotensin II receptor type 1 gene expression in human glomerulonephritis and diabetes mellitus.,10.1681/ASN.V103545,PM_Q1,,"The renin-angiotensin system plays an important role in the progression of chronic renal disease. Although the expression of renin and angiotensin-converting enzyme in experimental and human renal disease has been well characterized, no information is available regarding human angiotensin type 1 (AT1) receptor expression. The net effect of renin depends on AT1 receptor expression, among other factors. Receptor expression was determined in renal biopsy samples (including all tissue components) and isolated glomeruli from patients with glomerulonephritis (GN) or diabetic nephropathy (non-insulin-dependent diabetes mellitus). Biopsy samples and isolated glomeruli from tumor-free tissue from tumor nephrectomies served as controls. Human AT1 receptor gene expression was determined by quantitative reverse transcription-PCR, using an AT1 receptor deletion mutant as the internal standard. In whole biopsy samples from 37 patients with various types of GN, AT1 receptor mRNA levels were lower, compared with nine control biopsy samples (P < 0.001). AT1 receptor mRNA levels were also significantly lower (P < 0.001) in eight samples from patients with diabetic nephropathy. In microdissected glomeruli, AT1 receptor gene expression was significantly lower in samples from patients (n = 22) with various types of GN, compared with 12 microdissected tumor nephrectomy control samples (P < 0.0023). It is concluded that AT1 receptor mRNA expression is low in glomeruli of patients with chronic renal disease. This may reflect a regulatory response to (inappropriately) high intrarenal angiotensin II concentrations."
10093499,1998,Indian journal of experimental biology,"Angiotensin II receptors-antagonists, molecular biology, and signal transduction.",,PM_Q1,,"The renin-angiotensin-aldosterone system (RAAS) plays an important role in both the short-term and long-term regulation of arterial blood pressure, and fluid and electrolyte balance. The RAAS is a dual hormone system, serving as both a circulating and a local tissue hormone system (i.e., local mediator) as well as neurotransmitter or neuromediator functions in CNS. Control of blood pressure by the RAAS is exerted through multiple actions of angiotensin II, a small peptide which is a potent vasoconstrictor hormone implicated in the genesis and maintenance of hypertension. Hypertension is a primary risk factor associated with cardiovascular, cerebral and renal vascular disease. One of the approaches to the treatment of hypertension, which may be considered as a major scientific advancement, involves the use of drugs affecting the RAAS. Pharmacological interruption of the RAAS was initially employed in the late 1970s with the advent of the angiotensin converting enzyme (ACE) inhibitor, captopril. ACE inhibitors have since gained widespread use in the treatment of mild to moderate hypertension, congestive heart failure, myocardial infarction, and diabetic nephropathy. As the roles of the RAAS in the pathophysiology of several diseases was explored, so did the realization of the importance of inhibiting the actions of angiotensin II. Although ACE inhibitors are well tolerated, they are also involved in the activation of bradykinin, enkephalins, and other biologically active peptides. These actions result in adverse effects such as cough, increased bronchial reactivity, and angioedema. Thus, the goal of achieving a more specific blockade of the effects of angiotensin II than is possible with ACE inhibition. The introduction of the nonpeptide angiotensin II receptor antagonist losartan in 1995 marked the achievement of this objective and has opened new vistas in understanding and controlling the additional biological effects of angiotensin II. Complementary investigations into the cloning and sequencing of angiotensin II receptors have demonstrated the existence of a family of angiotensin II receptor subtypes. Two major types of angiotensin II receptors have been identified in humans. The type 1 receptor (AT1) mediates most known effects of angiotensin II. The type 2 receptor (AT2), for which no precise function was known in the past, has gained importance recently and new mechanisms of intracellular signalling have been proposed. This review presents recent advances in angiotensin II receptor pharmacology, molecular biology, and signal transduction, with particular reference to the AT1 receptor. Excellent reviews have appeared recently on this subject."
10412733,1999,Kidney international. Supplement,Role of hyperlipidemia in progressive renal disease: focus on diabetic nephropathy.,10.1046/j.1523-1755.1999.07109.x,PM_Q1,,"It has been suggested that lipids promote renal injury and that 3-hydroxy-3-methylglutaryl coenzyme A (HMG CoA) reductase inhibitors confer renoprotection in certain renal diseases, including diabetic nephropathy. Sprague-Dawley rats were randomized to sham, subtotal nephrectomy (STNx) or STNx + atorvastatin groups. After 12 weeks, proteinuria, renal function, glomerular injury, renal transforming growth factor-beta (TGF-beta) gene expression and macrophage (ED1-positive cells) accumulation were assessed. In addition, the effects of HMG CoA reductase in human diabetic nephropathy were reviewed. Atorvastatin therapy was associated with a modest reduction in proteinuria and glomerulosclerosis without influencing lipid levels or renal function in STNx rats. These effects were associated with decreased renal TGF-beta 1 gene expression and less glomerular and tubulointerstitial macrophage accumulation. The renoprotective effects of HMG CoA reductase inhibitors in both insulin- and non-insulin-dependent diabetic subjects with either incipient or overt nephropathy appear to be highly variable. HMG CoA reductase inhibition appears to confer renoprotection via effects on prosclerotic cytokines such as TGF-beta and macrophage accumulation, independent of their lipid-lowering properties. The role of lipid-lowering agents in early or overt diabetic nephropathy remains to be fully ascertained."
11318944,2001,Kidney international,Regulation of renal proximal tubular epithelial cell hyaluronan generation: implications for diabetic nephropathy.,10.1046/j.1523-1755.2001.0590051739.x,PM_Q1,,"Proximal tubular cells (PTCs) contribute to pathological changes in the renal interstitium by the generation of cytokines and alterations in the composition of the extracellular matrix. Hyaluronan (HA) is a ubiquitous connective tissue polysaccharide that regulates cell function and tissue remodeling. In the current study, we investigated the regulation of HA generation by PTCs. Primary cultures of human PTCs were grown to confluence and stimulated under serum-free conditions with either interleukin-1 (IL-1) or 25 mmol/L D-glucose. Alterations in HA generation were detected by enzyme-linked immunosorbent assay, and alterations in HA synthase gene expression were examined by reverse transcription-polymerase chain reaction. Subsequently, the mechanisms of IL-1 beta and glucose-induced alterations in HA were examined utilizing HK-2 cells. Stimulation of human PTCs (HPTCs) with either IL-1 beta or 25 mmol/L D-glucose led to a significant increase in the HA concentration in the culture supernatant. In contrast, stimulation of HPTCs with transforming growth factor-beta1, basic fibroblast growth factor, or platelet-derived growth factor-AB did not stimulate HA production. The addition of IL-1 beta or 25 mmol/L D-glucose also increased HA generation in HK-2 cells and was associated with the induction of HAS2 mRNA. HAS3 mRNA was constitutively expressed and was not influenced by the addition of either stimulus. HAS1 mRNA expression was not detected in either unstimulated or stimulated cells. Inhibition of gene transcription or protein synthesis abolished HA production in response to either IL-1 beta or glucose. Inhibition of nuclear factor-kappa B (NF-kappa B) activation either by sulindac or by the proteosome inhibitor (PSI) abrogated both IL-1 beta and glucose-mediated alteration in HA synthesis. This study demonstrates, to our knowledge for the first time, that increased HA synthesis in response to either IL-1 beta or elevated 25 mmol/L D-glucose is associated with NF-kappa B-activated transcription of HAS2."
11576932,2001,American journal of kidney diseases : the official journal of the National Kidney Foundation,Advanced glycation end products and the progressive course of renal disease.,10.1053/ajkd.2001.27414,PM_Q1,,"In experimental and human diabetic nephropathy (DN), it has been shown that advanced glycation end products (AGEs), in particular, carboxymethyl-lysine and pentosidine, accumulate with malondialdehyde in glomerular lesions in relation to disease severity and in the presence of an upregulated receptor for AGE (RAGE) in podocytes. Toxic effects of AGEs result from structural and functional alterations in plasma and extracellular matrix (ECM) proteins, in particular, from cross-linking of proteins and interaction of AGEs with their receptors and/or binding proteins. In mesangial and endothelial cells, the AGE-RAGE interaction caused enhanced formation of oxygen radicals with subsequent activation of nuclear factor-kappaB and release of pro-inflammatory cytokines (interleukin-6, tumor necrosis factor-alpha), growth factors (transforming growth factor-beta1 [TGF-beta1], insulin-like growth factor-1), and adhesion molecules (vascular cell adhesion molecule-1, intercellular adhesion molecule-1). In tubular cells, incubation with AGE albumin was followed by stimulation of the mitogen-activating protein (MAP) kinase pathway and its downstream target, the activating protien-1 (AP-1) complex, TGF-beta1 overexpression, enhanced protein kinase C activity, decreased cell proliferation, and impaired protein degradation rate, in part caused by decreased cathepsin activities. The pathogenic relevance of AGEs was further verified by in vivo experiments in euglycemic rats and mice by the parenteral administration of AGE albumin, leading in the glomeruli to TGF-beta1 overproduction, enhanced gene expression of ECM proteins, and morphological lesions similar to those of DN. Evidence for the pathogenic relevance of AGEs in DN also comes from experimental studies in which the formation and/or action of AGEs was modulated by aminoguanidine, OPB-9195, pyridoxamine, soluble RAGEs, serine protease trypsin, and antioxidants, resulting in improved cell and/or renal function."
11879191,2002,The Biochemical journal,Decorin suppresses transforming growth factor-beta-induced expression of plasminogen activator inhibitor-1 in human mesangial cells through a mechanism that involves Ca2+-dependent phosphorylation of Smad2 at serine-240.,10.1042/0264-6021:3620643,PM_Q1,,"Transforming growth factor-beta (TGFbeta) is a key mediator of extracellular matrix (ECM) accumulation in sclerotic kidney diseases such as diabetic nephropathy. One of the main target cells for TGFbeta in the kidney are glomerular mesangial cells, which respond by increasing expression of ECM proteins, such as collagens, laminin and fibronectin, while suppressing the expression of ECM-degrading proteases and increasing the synthesis of ECM protease inhibitors, including plasminogen activator inhibitor-1. Previous studies have shown that exposure of mesangial cells to chronic high-glucose conditions, such as those seen in diabetes, increases ECM deposition in a mechanism involving glucose-mediated up-regulation of TGFbeta expression. Naturally occurring inhibitors of this TGFbeta-dependent fibrotic response include decorin, a small leucine-rich proteoglycan. While the mechanism by which TGFbeta stimulates gene expression via the Smad signal-transduction pathway is becoming clear, the precise mechanism by which decorin may impinge upon TGFbeta activity remains to be established. In this study, for the first time we provide evidence that decorin can disrupt glucose- and TGFbeta/Smad-dependent transcriptional events in human mesangial cells through a mechanism that involves an increase in Ca(2+) signalling, the activation of Ca(2+)/calmodulin-dependent protein kinase II and ensuing phosphorylation of Smad2 at Ser-240. We show that decorin also induces Ser-240 phospho-Smad hetero-oligomerization with Smad4 and the nuclear localization of this complex independently of TGFbeta receptor activation. Thus, in human mesangial cells, the mechanism of decorin-mediated inhibition of TGFbeta signalling may involve activation of Ca(2+) signalling, the subsequent phosphorylation of Smad2 at a key regulatory site, and the sequestration of Smad4 in the nucleus."
11937760,2002,Experimental nephrology,Renal gene expression in embryonic and newborn diabetic mice.,10.1159/000049908,PM_Q1,,"Several novel genes that are upregulated in diabetic kidneys have been identified. Recently, transforming growth factor beta driven secreted proteins, i.e., connective tissue growth factor and gremlin (bone morphogenetic protein 2), have been identified, and their expression has been correlated with the tissue changes seen in diabetic nephropathy in the adult population. However, there are very few studies reported in the literature that describe the gene expression in the diabetic state during embryonic and neonatal life. It is well known that exposure to glucose or its epimer, i.e., mannose, induces marked dysmorphogenesis of the embryonic metanephros in an organ culture system. These changes are associated with ATP depletion and marked apoptosis, suggesting an oxidant stress in the induction of dysmorphogenesis of the embryonic metanephros. In view of the glucose-induced changes in the fetal metanephros, a diabetic state was induced by the administration of streptozotocin during pregnancy, and newborn mouse kidneys were processed for suppression subtractive hybridization-PCR. In addition, a diabetic state was induced in newborn diabetic mice, and after 1 week their kidneys were harvested and subjected to representational difference analysis of cDNA. Four novel genes with upregulated mRNA expression were identified. They included: (1) a translocase inner mitochondrial membrane 44 that is involved in the ATP-dependent import of preproteins from the cytosol into the mitochondrial matrix; (2) a kidney-specific aldo-keto reductase that utilizes NADPH and NADH as cofactors in the reduction of aromatic aldehydes and aldohexoses; (3) Rap1b, a Ras-related small GTP-binding protein that behaves as a GTPase and cycles between GTP-bound (active) and GDP-bound (inactive) states associated with conformational change, and (4) a fusion protein of ubiquitin polypeptide and ribosomal protein L40 (UbA(52) or ubiquitin/60) that is intimately involved in the ubiquitin-dependent proteasome pathway related to the accelerated degradation of proteins under various stress conditions, such as those seen in patients with cancer and diabetes mellitus."
12025967,2002,Canadian journal of physiology and pharmacology,Bradykinin B2 receptor gene polymorphism is associated with altered urinary albumin/creatinine values in diabetic patients.,10.1139/y02-036,PM_Q1,,"Diabetic nephropathy (DN) is an important microvascular complication of both insulin-dependent and non-insulin-dependent diabetes mellitus. Considerable evidence exists that genetic predisposition is a major determinant in the development of DN. Progress in the understanding of the kinin receptor gene expression indicates their relevance in nephrology and renal pathology. In order to investigate whether clinically relevant polymorphisms of the kinin receptor genes contribute to the genetic predetermination of the renal complication of diabetes, we have initiated a retrospective study with a mixed population of 49 type 1 and 112 type 2 diabetic patients who have been followed for several years by an endocrinologist and (or) nephrologist with periodical functional tests relevant to DN (microalbuminuria, serum and urinary creatinine). The allelic frequencies of four kinin receptor polymorphisms, including three B2R polymorphisms (the C/T-58 promoter polymorphism, the exon 2 and exon 1 polymorphisms, all of them with assumed clinical significance) and the putative nephroprotective (G/C-699) B1R promoter polymorphism, were analyzed in all recruited diabetic patients. Our results indicate a significant association of the B2R exon 1 (+/-) genotype with increased urinary albumin/creatinine values (P = 0.026) and serum creatinine levels (P = 0.028). More importantly, the (+) allele of B2R exon 1 polymorphism was associated very significantly with lower albumin/creatinine values in these patients (P = 0.0087). Thus, the B2R exon 1 polymorphism may represent a susceptibility marker for nephropathy progression in diabetic patients."
12032186,2002,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",Progression of tubulointerstitial injury by osteopontin-induced macrophage recruitment in advanced diabetic nephropathy of transgenic (mRen-2)27 rats.,10.1093/ndt/17.6.985,PM_Q1;PM_Q2,,"Osteopontin is a macrophage chemotactic protein that has been pathogenetically linked to tissue injury in non-diabetic kidney disease. To examine osteopontin expression and macrophage accumulation in diabetic nephropathy, diabetes was induced with streptozotocin (STZ) in the transgenic (mRen-2)27 rat, a rodent model which develops the structural and functional features of its human counterpart when rendered diabetic. Non-diabetic rats were randomly selected to receive either (STZ) or citrate buffer. Diabetic rats were further randomly selected to receive either the angiotensin-converting-enzyme inhibitor, perindopril (6 mg/kg/day), or the vehicle only for 12 weeks. When compared with control animals, diabetes was associated with a 10-fold increase in the gene expression of osteopontin. Increased transcript and immunostainable osteopontin were detected in tubular epithelial cells in association with extensive macrophage accumulation. Treatment with perindopril significantly ameliorated the overexpression of osteopontin in association with attenuation of macrophage accumulation. These findings suggest that osteopontin expression and macrophage accumulation may play a role in the tubulointerstitial injury in diabetic nephropathy, and that inhibition of osteopontin expression may be one of the mechanisms by which blockade of the renin-angiotensin system confers a renoprotective effect."
12386293,2002,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",Gremlin: an example of the re-emergence of developmental programmes in diabetic nephropathy.,10.1093/ndt/17.suppl_9.65,PM_Q1,,"The past two decades have yielded major advances in our understanding of the pathogenetic mechanisms that cause diabetic nephropathy. Of particular interest is the emerging paradigm of the recapitulation of developmental programmes within the diabetic kidney. Recently we have used the complementary techniques of suppression subtractive hybridization and Affymetrix GeneChips to assess changes in gene expression in human mesangial cells subjected to high ambient glucose concentrations and cyclic mechanical strain in vitro, the latter being models of hyperglycaemia and glomerular hypertension, respectively. In this review, we will focus on the potential role of one such differentially expressed gene, namely gremlin, in the pathogenesis of diabetic nephropathy. In the context of developmental nephrology, gremlin warrants special mention. Gremlin is a 184 amino acid protein and a member of the cysteine knot superfamily. The protein is highly conserved during evolution and is present in soluble and cell-associated forms. It belongs to a novel family of bone morphogenetic protein (BMP) antagonists that includes the head-inducing factor Cerberus and the tumour suppressor DAN. These proteins play important roles in limb development and neural crest cell differentiation. Evidence will be presented that mesangial cell gremlin expression is up-regulated by high ambient glucose, cyclic mechanical strain and transforming growth factor-beta (TGF-beta) and that gremlin may be an important modulator of mesangial cell proliferation and epithelial-mesenchymal transdifferentiation in a diabetic milieu."
12436341,2002,Diabetologia,"Proteinuria and the expression of the podocyte slit diaphragm protein, nephrin, in diabetic nephropathy: effects of angiotensin converting enzyme inhibition.",10.1007/s00125-002-0946-y,PM_Q1,,"Proteinuria, reflecting increased glomerular permeability to macromolecules is a characteristic feature of diabetic nephropathy. Nephrin, a 1241-residue transmembrane protein is a key component of the podocyte slit pore membrane and a major contributor of the glomerular filtration barrier. We investigated the expression of nephrin in human kidney tissue from patients with diabetic nephropathy to elucidate its relationship with proteinuria and the effects of anti-proteinuric therapy with angiotensin converting enzyme inhibition. Renal biopsies were examined from 14 patients with Type II (non-insulin-dependent) diabetes mellitus and proteinuria who had been randomised to receive treatment with the ACE inhibitor, perindopril (4 mg/day) or placebo for the preceding 2 years. These specimens were compared with control human tissue sections, obtained from areas of normal renal cortex following nephrectomy for malignancy. Proteinuria was measured, specimens were examined histologically for injury and the expression of nephrin messenger RNA was assessed by quantitative in situ hybridisation. Glomeruli from placebo-treated patients with diabetic nephropathy, showed a 62% reduction in nephrin expression compared with control subjects (p=0.0003). In contrast, nephrin RNA in glomeruli from perindopril treated patients was similar to that in the non-diabetic control group. In both placebo and perindopril treated patients, a close inverse correlation was noted between the magnitude of nephrin gene expression and the degree of proteinuria (placebo: r=0.86, p=0.013, perindopril: r=0.91, p=0.004). Modulation in nephrin expression is related to the extent of proteinuria in diabetic nephropathy. These changes define, at a molecular level alterations in the glomerulus that occur in relation to proteinuria in diabetes and the effects of anti-proteinuric treatment with ACE inhibition."
